specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
5.29317E+17,136.25517,1.2338403,-8.22E-05,470,51929,524,STAR,WD
5.29318E+17,136.37393,1.1931415,-0.000367091,470,51929,529,STAR,WD
5.29327E+17,136.62584,0.97128727,-0.000405032,470,51929,562,STAR,WD
5.2934E+17,136.8621,1.2629969,-2.72E-05,470,51929,608,STAR,WD
5.91136E+17,198.22978,1.6062531,-0.000120819,525,52295,139,STAR,WD
5.91138E+17,198.44785,1.8842813,0.000107986,525,52295,146,STAR,WD
6.0246E+17,216.89715,2.6627974,0.000129374,535,51999,377,STAR,WD
6.03617E+17,219.73615,2.0089752,-8.02E-05,536,52024,491,STAR,WD
6.03635E+17,220.53733,2.0230169,-0.000217556,536,52024,554,STAR,WD
6.46312E+17,154.07655,4.1557169,0.002164288,574,52355,166,STAR,WDmagnetic
6.46317E+17,153.78111,3.6872929,-0.00014724,574,52355,183,STAR,WD
6.68892E+17,235.33975,3.7986688,-0.000230673,594,52045,390,STAR,WD
6.68895E+17,235.55615,3.8001182,-0.000567936,594,52045,400,STAR,WDmagnetic
6.68897E+17,235.47762,3.2761842,-0.000363491,594,52045,410,STAR,WD
6.71158E+17,167.92332,64.911,-1.17E-05,596,52370,443,STAR,WD
6.71175E+17,168.72771,64.655609,2.82E-05,596,52370,504,STAR,WD
6.71183E+17,168.25282,64.986493,-0.000490071,596,52370,535,STAR,WD
6.73412E+17,178.6156,66.032318,-0.000397973,598,52316,450,STAR,WD
6.85714E+17,222.75773,62.063716,-8.01E-05,609,52339,150,STAR,WD
6.86945E+17,225.46155,59.92672,-0.000111152,610,52056,533,STAR,WD
6.86946E+17,225.18178,59.395462,-3.17E-05,610,52056,536,STAR,WD
8.53566E+17,121.8535,38.091189,0.00026626,758,52253,488,STAR,WD
8.53568E+17,121.77539,38.028004,-0.000158767,758,52253,494,STAR,WD
8.53576E+17,122.199,38.246002,8.78E-05,758,52253,523,STAR,WD
8.53582E+17,122.07254,38.784083,-6.89E-05,758,52253,545,STAR,WD
8.53588E+17,122.23893,37.932723,-0.000485817,758,52253,567,STAR,WD
8.65908E+17,145.91445,54.705976,-0.000279835,769,54530,332,STAR,WD
8.65912E+17,146.00725,54.310811,0.000121035,769,54530,345,STAR,WD
8.65925E+17,146.35299,54.26657,-0.000524565,769,54530,392,STAR,WD
8.71514E+17,164.88005,60.348838,0.003802443,774,52286,244,STAR,WDmagnetic
8.71515E+17,165.11977,60.449778,-0.000356657,774,52286,249,STAR,WD
8.71526E+17,164.49072,60.063924,-1.06E-05,774,52286,290,STAR,WD
8.71527E+17,164.46356,60.388565,4.13E-05,774,52286,292,STAR,WD
8.71543E+17,164.13812,61.541777,-6.76E-05,774,52286,350,STAR,WD
8.71549E+17,164.93194,61.853451,0.000181471,774,52286,373,STAR,WD
8.84973E+17,207.64206,60.09705,-0.000241796,786,52319,58,STAR,WD
8.84985E+17,207.55346,60.671484,-0.000369819,786,52319,101,STAR,WD
8.86161E+17,208.37711,59.355726,0.000874957,787,52320,283,STAR,WD
7.84896E+17,23.117028,1.0195343,-8.80E-05,697,52226,522,STAR,WD
7.84897E+17,23.095531,1.1342377,-9.14E-05,697,52226,528,STAR,WD
7.84906E+17,22.966699,0.5341293,-0.000386898,697,52226,559,STAR,WD
7.84906E+17,23.256644,1.1514015,0.000103103,697,52226,561,STAR,WD
7.85879E+17,25.521861,-1.0293747,-0.000173546,698,52203,2,STAR,WD
7.85919E+17,24.811945,-0.61042648,-4.19E-05,698,52203,150,STAR,WD
7.8593E+17,24.506278,-0.3324378,-1.52E-05,698,52203,190,STAR,WD
7.87115E+17,26.500811,1.1374342,-5.88E-05,699,52202,402,STAR,WD
7.87119E+17,26.351419,1.13317,-0.000338664,699,52202,419,STAR,WD
7.87133E+17,26.356694,0.65203954,-6.13E-05,699,52202,470,STAR,WD
7.87144E+17,26.699141,0.48217942,-0.000563228,699,52202,510,STAR,WD
7.8715E+17,26.835275,1.2330803,-0.001141694,699,52202,530,STAR,WD
7.87152E+17,26.842786,0.87461669,-0.000147924,699,52202,537,STAR,WD
7.93911E+17,38.234281,0.60066101,8.56E-05,705,52200,552,STAR,WD
7.93917E+17,38.204929,0.8439785,-0.000218664,705,52200,573,STAR,WD
8.00551E+17,49.555241,-1.1199226,0.000144682,711,52202,131,STAR,WD
8.00571E+17,49.004684,-1.232656,0.000460344,711,52202,203,STAR,WD
8.97473E+17,71.851507,0.36378392,0.000156408,797,52263,477,STAR,WD
