specobjid,ra,dec,z,plate,mjd,fiberid,class,subclass
4110723320076279808,41.22192,-0.41629,-0.0004869428,3651,55247,228,STAR,K4III
4983405713436942336,330.83262,7.1291637,5.25555e-05,4426,56105,628,STAR,K5III
5068967225416720384,116.87258,14.600842,0.0001925547,4502,55569,603,STAR,K4III
5486684892937822208,146.93332,8.0154808,0.0001846579,4873,55926,635,STAR,K1III
5590148658794307584,240.78455,32.969675,-0.0002497263,4965,55721,202,STAR,K4III
5684770986622164992,338.75213,10.358918,-0.0009693843,5049,56103,372,STAR,K4III
6052892425457737728,174.41821,13.47711,-1.453137e-05,5376,55987,198,STAR,K4III
6082196058598776832,187.49103,7.6601611,4.679653e-05,5402,55927,308,STAR,K1III
6155560422978068480,220.04949,9.2579762,-0.000297007,5467,55973,966,STAR,K1III
6164355692004089856,222.97763,10.872991,6.714752e-05,5475,56011,195,STAR,K4III
6114902132887887872,200.31818,14.920886,-0.0001606295,5431,56011,508,STAR,K1III
6794914341629960192,244.9491,43.120214,2.713441e-05,6035,56076,394,STAR,M0III
8316099135645130752,156.39462,47.56579,-2.596998e-05,7386,56769,736,STAR,K3III
8328404051189276672,169.20645,47.777568,0.0003882807,7397,57129,445,STAR,K2III
8318363305199509504,157.87174,46.883264,2.822129e-05,7388,56783,781,STAR,K5III
8635665327689015296,350.04255,23.075304,-6.508276e-05,7670,57328,47,STAR,K3III
8635673299148316672,349.80073,23.687926,-0.0002790564,7670,57328,76,STAR,K2III
4434035265338580992,234.22743,19.367321,-7.1485e-05,3938,55328,878,STAR,K5III
5028354294375489536,117.88109,23.959973,0.0003512668,4466,55857,310,STAR,K4III
4936061567378628608,321.32337,-2.8593263,-0.0001981116,4384,56105,423,STAR,M0III
5298547179723399168,197.55626,39.980597,7.139819e-05,4706,55705,226,STAR,K2III
5077827364823474176,121.94228,10.073339,0.0002237079,4510,55559,68,STAR,K2III
5863772852419796992,236.94842,9.6976756,-0.0002288171,5208,56008,313,STAR,K1III
5863777525344215040,236.8151,9.288301,-2.475067e-05,5208,56008,330,STAR,K2III
5863820131419791360,235.88298,9.438278,-0.0002296804,5208,56008,485,STAR,M0III
6073110795259977728,184.39113,11.269126,1.30046e-05,5394,56001,24,STAR,K1III
7091132122216243200,339.72205,25.048431,-0.0003670003,6298,56208,780,STAR,K4III
8014206226614165504,188.23552,61.681316,-0.0006070198,7118,56686,184,STAR,K1III
7840809945419194368,195.85008,67.35268,-0.000111734,6964,56748,156,STAR,K4III
8330573663062433792,173.81247,47.498761,-7.425006e-05,7399,57162,146,STAR,K4III
8387982731179433984,110.7421,-0.79794023,0.0001933575,7450,56722,103,STAR,K2III
8559344371039707136,355.32046,19.165069,2.263028e-05,7602,56954,921,STAR,K2III
8562519210781024256,342.90464,17.549449,-9.987558e-05,7605,56949,183,STAR,K4III
8388220500568940544,111.11458,0.58607552,0.0003950711,7450,56722,968,STAR,K2III
8819435501427597312,33.074863,2.7430406,0.0001030248,7833,57286,951,STAR,K2III
8820331598253629440,33.570482,-0.17886089,-5.371457e-05,7834,56979,115,STAR,K4III
4247028402685452288,162.11762,-2.1503957,0.0002416959,3772,55277,487,STAR,M0III
4247031976098242560,162.13882,-1.9845668,6.663554e-05,3772,55277,500,STAR,M0III
5057565014891667456,117.17887,16.3734,0.0003362647,4492,55565,82,STAR,K2III
5317771871160082432,231.8748,32.347935,-0.00014195,4723,56033,533,STAR,K4III
5603702893855088640,233.42487,37.923562,4.573106e-05,4977,56047,360,STAR,K3III
5385237623370391552,211.84895,3.4769234,9.522677e-05,4783,55652,212,STAR,K4III
6517908057904619520,143.70319,22.985225,8.787699e-05,5789,56246,267,STAR,M0III
6519129340864602112,146.59733,26.230253,0.0005781082,5790,56271,614,STAR,K1III
7105637433375432704,251.40655,51.177608,0.0002649645,6311,56447,302,STAR,K1III
